ticket_id,created_at_unix,event_id,perf_date,perf_time,venue,ticket_type,name_type,delivery_method,seller_name,seller_rating,order_num,ticket_tags,first_observed_at,last_observed_at,sold_at,status,quantity,price,raw_description,details_fetched,year_month
18h47prgfe,1784360943979,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,座席未定,なー,5.0,,同行記載あり,2026-07-18 07:49:03,2026-08-28 00:01:11,,deleted,1,33000,"FC先行  複数名義所持  有効期限内 座席未定
【ご購入の場合、コメントお願いいたします。プライベート出品に変更いたします。】
※ご希望であれば上乗せで早めのお渡し、発券後手持ちからの買取など検討します。要相談
複数名義を所持しております。
当日こちらが指定した時間(開場時間20分前、開演80分前予定)に会場付近で待ち合わせし、同時入場していただきます。
いかなる場合も遅刻厳禁、必ず集合時間厳守でお願い致します。
遅刻の際は待たずに先に入場致しますが、その際も受け取り連絡は必ずして頂きます。
チケット発券後、全てのチケットをこちらで回収してから一度解散し、その後再度会場内で集合してからのチケットお渡しとなるためかなりのお時間頂くことをご了承ください。
座席、席種はお選びいただくことはできません。
また、チケットの催促はしないで下さい。
座席未定のため、座席に関するクレームも一切お受け致しません。
開演までには必ずお渡しします。会場内で一旦解散後、再度集合する場所と時間(開演5~10分前目安)は当日までにお伝え致します。
それより早くお渡しできる場合は、お伝え頂いたお電話番号に連絡して集合し、その場でサイト上の受け取り通知と同時にチケットをお渡し致します。
入場の際携帯端末をお借りしてのQRコード表示にご協力いただく可能性があります。ご了承ください。
同行者登録や円滑な連絡のため、お名前(ニックネームでも可)と当日使えるお電話番号をお伝えください。
ランダムエラー、本人確認による入場不可、出演者変更、お取引決定後の買い手様都合のキャンセル、体調不良(濃厚接触者含む)等公演中止以外のいかなる場合でも返金できかねますのでご了承ください。その際も受け取り通知はして頂きます。
公演中止の場合はサイトの規定に基づいて返金いたします。
詳しい待ち合わせ時間・場所等は、ご入金後にマイページの連絡ボードでお知らせします。
上記の内容を必ず全て確認出来ました方のみ、ご購入ください。",True,2026-07
sold_timelesz-live-tour-2026-momentum_1784687561833_5500,1784687561833,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,none,同行,,,,,2026-07-22 02:32:41,2026-08-28 03:01:09,2026-08-27 07:17:28,sold,2,5500,"⭐️1枚の場合は当日手渡しで2.5/枚お願いいたします。
⭐️2連希望の場合は当日手渡し3.0/枚お願いいたします。
⭐️開場20分前渡しは上記に＋αで検討しま...",False,2026-07
sold_timelesz-live-tour-2026-momentum_1784663296979_70000,1784663296979,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,入金後24時間以内に会員情報開示します,,,,,2026-07-21 19:48:16,2026-08-28 03:01:09,2026-08-27 07:17:28,sold,2,70000,QRコードごとお譲りします。90万台初当選　履歴無し　他FCエラーなし　同行無し交換なし　着席ブロック希望無し　有効期限内名義　コンビニ決済　会員番号下3桁お知...,False,2026-07
sold_timelesz-live-tour-2026-momentum_1783395632620_29000,1783395632620,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,none,公演当日手渡し,,,,,2026-07-07 03:40:32,2026-08-28 03:01:09,2026-08-27 07:17:28,sold,1,29000,"🌟少人数指定席のみランダム配布🌟
ランダム配布に理解ある方のみご購入ください。

指定席のみ/立ち見なしランダム配布
【初期当選/有効期限内/Pay-eas...",False,2026-07
sold_timelesz-live-tour-2026-momentum_1784963782597_29000,1784963782597,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,none,同時入場開演までにお渡し,,,,,2026-07-25 07:16:22,2026-08-28 03:01:09,2026-08-27 07:17:28,sold,1,29000,"※以下の取引方法の説明・注意事項を必ずご確認ください。
取引方法の説明:
・当日開場30分前に会場付近にて集合を予定しております。詳しい待ち合わせ時間場所等は前...",False,2026-07
sold_timelesz-live-tour-2026-momentum_1784366907544_5500,1784366907544,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,none,同行,,,,,2026-07-18 09:28:27,2026-08-28 03:01:09,2026-08-27 07:17:28,sold,1,5500,"⭐️1枚の場合は当日手渡しで2.5/枚お願いいたします。
⭐️開場20分前渡しは上記に＋αで検討しますので、メッセージください。
⭐️手持ちから相場買取可能です...",False,2026-07
sold_timelesz-live-tour-2026-momentum_1783256341268_35000,1783256341268,timelesz-live-tour-2026-momentum,2026-08-29,17:00,セキスイハイムスーパーアリーナ,electronic,female,ランダム配布,,,,,2026-07-05 12:59:01,2026-08-28 03:01:09,2026-08-27 07:17:28,sold,1,35000,"条件あり、指定席のみランダム配布でのお譲りです。
座席を選ぶ際にお時間を頂く場合がございますがご了承ください。

公演当日、開場30分前に指定の場所にて待ち合わ...",False,2026-07
sold_timelesz-live-tour-2026-momentum_1785475637212_40000,1785475637212,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,none,同時入場　開演までにお渡し,,,,,2026-07-31 05:27:17,2026-08-28 03:01:09,2026-08-27 07:17:28,sold,2,40000,"⭐️すり替えなしランダム配布⭐️

※以下の取引方法の説明・注意事項を必ずご確認ください。
取引方法の説明:
・当日開場30分前に会場付近にて集合を予定しており...",False,2026-07
sold_timelesz-live-tour-2026-momentum_1783859527376_65000,1783859527376,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,入金後24時間以内にログイン情報お知らせ,,,,,2026-07-12 12:32:07,2026-08-28 03:01:09,2026-08-27 07:17:28,sold,2,65000,用事で行けなくなってしまったのでQRごとのお譲り｜下3桁提示可｜初期当選｜公演日迄有効期限内｜Pay-easy決済 ｜ 同行者登録、同意チェックはお任せします...,False,2026-07
sold_timelesz-live-tour-2026-momentum_1784796846482_55000,1784796846482,timelesz-live-tour-2026-momentum,2026-08-30,13:00,セキスイハイムスーパーアリーナ,electronic,female,公演日3日前までにQRコード共有,,,,,2026-07-23 08:54:06,2026-08-28 03:01:09,2026-08-27 07:17:28,sold,2,55000,"QR毎のお譲りになります。
下3桁提示可能
着ブロ指定なし

公演3日前にログイン情報をお伝えしますので、ご自身で同行者登録を行っていただきご入場ください。
入...",False,2026-07
